time,j0,j1,j2,j3,j4,j5,jaw
31.21,0.6568,-6.3533,0.1494,2.4740,-8.4000,-2.7661,0.0000
31.87,0.5776,-6.2736,0.1489,3.6740,-9.6000,-4.7661,0.0000
31.87,0.1776,-5.8736,0.1469,1.6740,-7.6000,-6.7661,0.0000
31.87,-0.2224,-5.4736,0.1458,-0.3260,-5.6000,-8.7661,0.0000
31.87,-0.6224,-5.0736,0.1453,-2.3260,-4.4000,-10.7661,0.0000
31.87,-1.0224,-4.6736,0.1450,-4.3260,-6.4000,-12.7661,0.0000
31.87,-1.4224,-4.2736,0.1449,-6.3260,-8.4000,-14.7661,0.0000
31.91,-1.8224,-3.8736,0.1452,-8.3260,-9.6000,-15.9661,0.0000
32.33,-2.2224,-3.4736,0.1471,-10.3260,-7.6000,-13.9661,0.0000
32.33,-2.6224,-3.0736,0.1502,-12.3260,-5.6000,-11.9661,0.0000
32.33,-3.0224,-2.6736,0.1519,-14.3260,-3.6000,-9.9661,0.0000
32.33,-3.4224,-2.2736,0.1528,-16.3260,-1.6000,-7.9661,0.0000
32.81,-3.7640,-1.8736,0.1537,-18.3260,0.4000,-5.9661,0.0000
32.81,-3.8615,-1.4736,0.1561,-20.3260,2.4000,-3.9661,0.0000
32.81,-3.9103,-1.0736,0.1573,-22.3260,3.6000,-1.9661,0.0000
32.81,-3.9347,-0.6736,0.1579,-24.3260,2.4000,0.0339,0.0000
32.81,-3.9469,-0.2736,0.1582,-26.3260,3.6000,2.0339,0.0000
33.15,-3.9850,0.0728,0.1576,-27.5260,1.6000,3.2339,0.0000
33.15,-4.1318,0.1915,0.1545,-26.3260,-0.4000,1.2339,0.0000
33.15,-4.2052,0.2509,0.1522,-28.3260,-2.4000,-0.7661,0.0000
34.11,-4.1656,0.3574,0.1519,-29.5260,-3.6000,-1.9661,0.0000
34.11,-3.8403,0.7574,0.1552,-27.5260,-1.6000,0.0339,0.0000
34.11,-3.6777,1.1574,0.1584,-25.5260,0.4000,2.0339,0.0000
34.11,-3.5964,1.5574,0.1606,-24.3260,1.6000,4.0339,0.0000
34.11,-3.5558,1.9190,0.1618,-25.5260,0.4000,6.0339,0.0000
34.11,-3.5355,2.1062,0.1623,-24.3260,1.6000,8.0339,0.0000
34.11,-3.5254,2.1998,0.1626,-25.5260,0.4000,10.0339,0.0000
34.11,-3.5203,2.2468,0.1627,-24.3260,1.6000,12.0339,0.0000
34.11,-3.5178,2.2703,0.1628,-25.5260,0.4000,14.0339,0.0000
34.11,-3.5166,2.2822,0.1629,-24.3260,1.6000,16.0339,0.0000
35.05,-3.5094,2.2403,0.1635,-26.3260,-0.4000,18.0339,0.0000
35.05,-3.4793,2.0282,0.1666,-27.5260,-1.6000,20.0339,0.0000
35.05,-3.4642,1.9222,0.1686,-26.3260,-0.4000,22.0339,0.0000
35.05,-3.4567,1.8693,0.1696,-27.5260,-1.6000,24.0339,0.0000
35.05,-3.4530,1.8429,0.1701,-26.3260,-0.4000,26.0339,0.0000
35.05,-3.4511,1.8298,0.1704,-27.5260,-1.6000,28.0339,0.0000
35.05,-3.4502,1.8233,0.1705,-26.3260,-0.4000,30.0339,0.0000
35.05,-3.4498,1.8201,0.1706,-27.5260,-1.6000,32.0339,0.0000
35.05,-3.4496,1.8186,0.1706,-26.3260,-0.4000,34.0339,0.0000
44.83,-3.2096,1.9590,0.1703,-28.3260,-2.4000,35.2339,0.0000
44.83,-2.8458,2.3590,0.1675,-30.3260,-4.4000,33.2339,0.0000
45.11,-2.5908,2.7227,0.1667,-31.5260,-5.6000,31.2339,0.0000
45.11,-2.1908,2.9194,0.1682,-29.5260,-3.6000,29.2339,0.0000
45.11,-1.7999,3.0178,0.1689,-28.3260,-2.4000,27.2339,0.0000
46.31,-1.7268,3.0553,0.1686,-29.1260,-2.4000,27.2339,0.0000
46.31,-1.3268,3.4553,0.1653,-31.1260,-1.2000,25.2339,0.0000
46.31,-0.9570,3.8553,0.1624,-33.1260,-2.4000,23.2339,0.0000
46.31,-0.7330,4.2162,0.1610,-35.1260,-1.2000,21.2339,0.0000
46.31,-0.6210,4.4002,0.1603,-37.1260,-3.2000,19.2339,0.0000
46.31,-0.5650,4.4923,0.1599,-39.1260,-4.4000,17.2339,0.0000
46.31,-0.5370,4.5384,0.1598,-41.1260,-3.2000,15.2339,0.0000
46.31,-0.5230,4.5615,0.1597,-43.1260,-4.4000,13.2339,0.0000
46.31,-0.5161,4.5732,0.1597,-45.1260,-2.4000,11.2339,0.0000
46.31,-0.5126,4.5791,0.1596,-47.1260,-1.2000,9.2339,0.0000
46.53,-0.5911,4.5029,0.1593,-49.1260,-2.4000,7.2339,0.0000
46.53,-0.9911,4.1481,0.1580,-51.1260,-1.2000,5.2339,0.0000
47.09,-1.3911,3.9105,0.1568,-53.1261,-3.2000,3.2339,0.0000
47.09,-1.7911,3.5105,0.1541,-55.1261,-5.2000,1.2339,0.0000
47.09,-2.1911,3.1256,0.1528,-57.1261,-6.4000,-0.7661,0.0000
47.09,-2.5911,2.8334,0.1522,-59.1261,-4.4000,-2.7661,0.0000
47.09,-2.9841,2.6874,0.1518,-61.1261,-3.2000,-4.7661,0.0000
47.91,-3.2963,2.5426,0.1510,-62.3261,-5.2000,-6.7661,0.0000
47.91,-3.3884,2.1426,0.1478,-60.3261,-7.2000,-8.7661,0.0000
47.91,-3.4345,1.7426,0.1457,-58.3261,-9.2000,-10.7661,0.0000
47.91,-3.4576,1.3426,0.1447,-57.1261,-11.2000,-12.7661,0.0000
47.91,-3.4691,0.9712,0.1442,-59.1261,-13.2000,-14.7661,0.0000
47.91,-3.4749,0.7398,0.1440,-60.3261,-15.2000,-16.7661,0.0000
47.91,-3.4778,0.6243,0.1440,-59.1261,-17.2000,-18.7661,0.0000
47.91,-3.4793,0.5666,0.1440,-61.0008,-19.2000,-20.7661,0.0000
47.91,-3.4801,0.5378,0.1441,-61.6998,-21.2000,-22.7661,0.0000
48.33,-3.4249,0.6051,0.1445,-60.4997,-22.4000,-23.9661,0.0000
48.33,-3.1750,1.0051,0.1460,-62.4998,-20.4000,-21.9661,0.0000
48.33,-3.0501,1.4051,0.1467,-64.4998,-18.4000,-19.9661,0.0000
48.33,-2.9876,1.8051,0.1469,-66.4998,-16.4000,-17.9661,0.0000
48.41,-2.8799,2.2051,0.1475,-68.4998,-14.4000,-15.9661,0.0000
48.75,-2.4799,2.6051,0.1492,-70.4998,-12.4000,-13.9661,0.0000
48.75,-2.1599,2.9251,0.1492,-72.0998,-10.8000,-12.3661,0.0000
48.75,-1.6799,3.4051,0.1492,-74.4998,-8.4000,-10.7661,0.0000
49.50,-1.2799,3.8051,0.1499,-75.6998,-6.4000,-11.9661,0.0000
49.50,-0.8799,4.1835,0.1532,-73.6998,-4.4000,-9.9661,0.0000
49.50,-0.4799,4.4459,0.1565,-71.6998,-2.4000,-7.9661,0.0000
49.50,-0.0830,4.5772,0.1598,-69.6998,-1.2000,-5.9661,0.0000
49.50,0.2629,4.6429,0.1622,-67.6998,-2.9308,-3.9661,0.0000
49.50,0.4359,4.6758,0.1634,-65.6998,-3.0538,-1.9661,0.0000
49.50,0.5223,4.6924,0.1640,-63.6998,-1.8538,0.0339,0.0000
50.23,0.5920,4.6412,0.1649,-61.6998,-3.8538,2.0339,0.0000
50.23,0.7326,4.3776,0.1679,-59.6997,-5.8538,4.0339,0.0000
50.23,0.8029,4.2458,0.1696,-57.6997,-7.8538,6.0339,0.0000
50.23,0.8380,4.1800,0.1705,-55.6997,-9.8538,8.0339,0.0000
50.23,0.8555,4.1472,0.1709,-53.6997,-11.8538,10.0339,0.0000
50.23,0.8642,4.1308,0.1712,-51.6997,-13.8538,12.0339,0.0000
50.23,0.8686,4.1228,0.1713,-49.6997,-15.8538,14.0339,0.0000
50.23,0.8705,4.1192,0.1715,-48.0997,-17.4538,15.6339,0.0000
51.27,0.9510,4.0384,0.1714,-47.6997,-18.6538,16.0339,0.0000
51.27,1.3510,3.6384,0.1712,-49.6997,-20.6538,14.0339,0.0000
51.27,1.7510,3.2722,0.1711,-51.6997,-22.6538,12.0339,0.0000
51.91,1.8750,3.0536,0.1712,-52.4997,-22.6538,11.2339,0.0000
51.91,2.0731,3.4535,0.1686,-54.4997,-20.6538,9.2339,0.0000
51.91,2.1721,3.8134,0.1672,-56.4997,-18.6538,7.2339,0.0000
51.91,2.2215,3.9934,0.1664,-58.4247,-16.6538,5.2339,0.0000
51.91,2.2463,4.0834,0.1660,-59.3248,-14.6538,3.2339,0.0000
52.17,2.1905,4.1877,0.1653,-57.3248,-12.6538,2.0339,0.0000
52.17,1.8904,4.4767,0.1631,-55.3248,-10.6538,3.2339,0.0000
52.23,1.8369,4.5252,0.1625,-54.1248,-9.4538,1.2339,0.0000
52.45,2.2369,4.1252,0.1637,-55.3248,-10.6538,0.0339,0.0000
52.45,2.6369,3.7252,0.1614,-54.1248,-9.4538,1.2339,0.0000
53.27,3.0369,3.3252,0.1598,-56.1248,-10.6538,-0.7661,0.0000
53.27,3.4369,2.9252,0.1565,-58.1248,-8.6538,-2.7661,0.0000
53.27,3.8211,2.5252,0.1540,-60.1248,-6.6538,-3.9661,0.0000
53.27,4.1100,2.1252,0.1527,-62.1248,-4.6538,-2.7661,0.0000
53.27,4.2544,1.7252,0.1520,-64.1248,-2.6538,-4.7661,0.0000
53.27,4.3266,1.3259,0.1517,-66.1248,-0.6538,-6.7661,0.0000
53.27,4.3626,0.9693,0.1515,-68.1248,1.3462,-7.9661,0.0000
53.27,4.3806,0.7911,0.1514,-70.1248,3.3462,-6.7661,0.0000
53.69,4.4666,0.6319,0.1514,-72.1248,5.3462,-7.9661,0.0000
53.69,4.7787,0.3119,0.1516,-73.7249,6.9462,-6.3661,0.0000
53.69,4.9933,-0.1681,0.1517,-76.1249,9.3462,-3.9661,0.0000
53.69,5.0810,-0.5681,0.1517,-78.1249,11.3462,-1.9661,0.0000
55.13,5.0400,-0.8542,0.1515,-79.3249,13.3462,-0.7661,0.0000
55.13,4.6625,-0.7016,0.1499,-77.3249,15.3462,-2.7661,0.0000
55.13,4.4039,-0.6253,0.1492,-76.1249,17.3462,-4.7661,0.0000
55.13,4.2746,-0.5870,0.1489,-78.1249,19.3462,-6.7661,0.0000
55.13,4.2099,-0.5677,0.1488,-80.1249,21.3462,-8.7661,0.0000
55.13,4.1775,-0.5580,0.1489,-82.1249,23.3462,-10.7661,0.0000
55.13,4.1613,-0.5531,0.1489,-84.1249,25.3462,-12.7661,0.0000
55.13,4.1540,-0.5508,0.1490,-85.7249,26.9462,-14.3661,0.0000
55.13,4.1490,-0.5491,0.1492,-88.1249,29.3462,-12.7661,0.0000
55.13,4.1469,-0.5483,0.1494,-90.1249,31.3462,-14.7661,0.0000
55.13,4.1458,-0.5478,0.1495,-92.1249,33.3462,-16.7661,0.0000
55.13,4.1453,-0.5475,0.1497,-94.1249,35.3462,-18.7661,0.0000
55.13,4.1449,-0.5472,0.1499,-96.1249,37.3462,-20.7661,0.0000
55.13,4.1447,-0.5470,0.1501,-98.1249,39.3462,-21.9661,0.0000
55.13,4.1446,-0.5468,0.1504,-99.3249,41.3462,-20.7661,0.0000
56.65,4.0645,-0.4666,0.1507,-97.3249,42.5462,-21.9661,0.0000
56.65,3.7445,-0.1466,0.1512,-95.7249,40.9462,-20.3661,0.0000
56.65,3.2745,0.3334,0.1513,-93.3249,38.5462,-17.9661,0.0000
56.65,2.9595,0.7334,0.1513,-91.3249,36.5462,-15.9661,0.0000
56.65,2.8020,1.1334,0.1511,-89.3249,34.5462,-13.9661,0.0000
56.65,2.7232,1.5334,0.1509,-87.3249,32.5462,-11.9661,0.0000
56.65,2.6837,1.9334,0.1508,-85.5104,30.5462,-9.9661,0.0000
56.65,2.6640,2.3334,0.1506,-85.0522,28.5462,-7.9661,0.0000
56.65,2.6541,2.7334,0.1504,-86.2522,26.5462,-5.9661,0.0000
56.65,2.6497,3.0534,0.1502,-84.6522,24.9462,-4.3661,0.0000
56.65,2.6466,3.2767,0.1500,-82.2522,22.5462,-1.9661,0.0000
56.65,2.6453,3.3682,0.1499,-80.2522,20.5462,-0.7661,0.0000
56.65,2.6447,3.4089,0.1497,-78.6522,18.9462,-2.3661,0.0000
56.65,2.6442,3.4370,0.1496,-80.2522,16.5462,-0.7661,0.0000
56.65,2.6440,3.4486,0.1495,-79.0522,14.5462,-1.9661,0.0000
57.35,2.5639,3.4740,0.1487,-80.2522,12.5462,-0.7661,0.0000
57.35,2.1639,3.5650,0.1458,-78.2522,11.3462,-2.7661,0.0000
57.35,1.8439,3.6055,0.1444,-76.6522,12.9462,-4.3661,0.0000
57.35,1.4528,3.6334,0.1435,-74.2522,15.3462,-6.7661,0.0000
57.35,1.2928,3.6449,0.1432,-72.2522,16.5462,-8.7661,0.0000
57.35,1.2128,3.6508,0.1431,-70.2521,15.3462,-10.7661,0.0000
57.35,1.1727,3.6538,0.1430,-68.2521,17.3462,-12.7661,0.0000
57.67,1.2349,3.5752,0.1437,-67.0521,18.5462,-13.9661,0.0000
57.67,1.6349,3.1752,0.1468,-69.0521,16.5462,-11.9661,0.0000
57.67,2.0349,2.8091,0.1491,-71.0522,14.5462,-9.9661,0.0000
57.83,2.3549,2.6245,0.1500,-72.6522,12.9462,-8.3661,0.0000
57.83,2.7549,2.2245,0.1480,-74.6522,14.9462,-6.3661,0.0000
58.57,3.1086,1.7445,0.1468,-77.0522,16.5462,-3.9661,0.0000
58.57,2.9231,1.4245,0.1460,-78.6522,14.9462,-2.3661,0.0000
58.57,2.7956,0.9445,0.1453,-81.0522,17.3462,0.0339,0.0000
58.57,2.7434,0.5445,0.1451,-83.0522,18.5462,2.0339,0.0000
58.57,2.7172,0.1445,0.1451,-85.0522,17.3462,4.0339,0.0000
58.57,2.7041,-0.2555,0.1450,-87.0522,18.5462,6.0339,0.0000
58.57,2.6983,-0.5755,0.1450,-88.6522,16.9462,7.6339,0.0000
58.62,2.6146,-1.0555,0.1443,-87.0522,19.3462,6.0339,0.0000
59.13,2.2805,-1.4555,0.1423,-89.0522,20.5462,8.0339,0.0000
59.13,2.2169,-1.8555,0.1455,-91.0522,18.5462,10.0339,0.0000
59.13,2.1850,-2.2555,0.1482,-93.0522,16.5462,11.2339,0.0000
59.13,2.1691,-2.6555,0.1494,-95.0522,14.5462,9.2339,0.0000
59.13,2.1611,-3.0555,0.1500,-97.0523,12.5462,8.0339,0.0000
60.01,2.1735,-3.4555,0.1507,-98.2523,10.5462,9.2339,0.0000
60.01,2.2452,-3.8555,0.1530,-96.2522,8.5462,7.2339,0.0000
60.01,2.2810,-4.2555,0.1541,-94.2522,6.5462,5.2339,0.0000
60.01,2.2989,-4.6555,0.1546,-92.2522,4.5462,3.2339,0.0000
60.01,2.3078,-5.0555,0.1548,-90.2522,2.5462,1.2339,0.0000
60.01,2.3118,-5.3755,0.1549,-88.6522,0.9462,-0.3661,0.0000
60.01,2.3144,-5.6415,0.1550,-86.2522,-1.4538,-2.7661,0.0000
60.01,2.3155,-5.7502,0.1550,-85.0522,-3.4538,-4.7661,0.0000
60.01,2.3160,-5.8045,0.1550,-87.0522,-5.4538,-6.7661,0.0000
60.35,2.3962,-5.7485,0.1557,-88.2522,-7.4538,-8.7661,0.0000
60.35,2.7962,-5.3485,0.1591,-86.2522,-9.4538,-10.7661,0.0000
60.35,3.1706,-4.9485,0.1624,-84.2522,-11.4538,-12.7661,0.0000
60.51,3.3456,-4.6201,0.1642,-82.2522,-12.6538,-13.9661,0.0000
60.51,3.1544,-4.5822,0.1611,-80.2522,-10.6538,-11.9661,0.0000
61.35,3.1070,-4.4853,0.1583,-79.0522,-8.6538,-9.9661,0.0000
61.35,3.2763,-4.1034,0.1551,-81.0522,-6.6538,-7.9661,0.0000
61.35,3.3515,-3.8556,0.1528,-82.6522,-5.0538,-6.3661,0.0000
61.35,3.4032,-3.6851,0.1512,-85.0522,-2.6538,-3.9661,0.0000
61.35,3.4243,-3.6152,0.1506,-87.0522,-0.6538,-1.9661,0.0000
61.35,3.4348,-3.5802,0.1503,-89.0522,1.3462,0.0339,0.0000
61.35,3.4401,-3.5626,0.1501,-90.2522,3.3462,1.2339,0.0000
61.35,3.4426,-3.5537,0.1500,-89.0522,5.3462,0.0339,0.0000
61.77,3.4366,-3.5803,0.1503,-90.2522,6.5462,1.2339,0.0000
61.77,3.4041,-3.7180,0.1519,-88.2522,4.5462,-0.7661,0.0000
61.77,3.3897,-3.7791,0.1526,-86.6522,2.9462,-2.3661,0.0000
61.77,3.3797,-3.8210,0.1531,-84.2522,0.5462,-4.7661,0.0000
62.79,3.4147,-3.7562,0.1529,-83.0522,-0.6538,-5.9661,0.0000
62.79,3.5884,-3.3634,0.1511,-85.0522,1.3462,-3.9661,0.0000
62.79,3.6753,-3.0359,0.1502,-87.0522,3.3462,-1.9661,0.0000
62.79,3.7187,-2.8720,0.1497,-89.0522,5.3462,0.0339,0.0000
62.79,3.7403,-2.7900,0.1495,-91.0522,7.3462,2.0339,0.0000
62.79,3.7511,-2.7489,0.1495,-93.0522,9.3462,4.0339,0.0000
62.79,3.7565,-2.7282,0.1494,-95.0522,11.3462,6.0339,0.0000
62.79,3.7591,-2.7178,0.1495,-97.0523,13.3462,8.0339,0.0000
62.79,3.7604,-2.7125,0.1495,-99.0523,15.3462,10.0339,0.0000
62.79,3.7610,-2.7097,0.1496,-101.0523,17.3462,12.0339,0.0000
63.51,3.8357,-2.6284,0.1496,-102.2523,19.3462,13.2339,0.0000
63.51,4.1705,-2.2391,0.1496,-100.2523,21.3462,11.2339,0.0000
63.51,4.3193,-1.9619,0.1496,-98.6523,22.9462,9.6339,0.0000
63.51,4.4216,-1.7711,0.1497,-96.2522,25.3462,7.2339,0.0000
63.51,4.4634,-1.6930,0.1499,-94.2522,27.3462,6.0339,0.0000
63.51,4.4819,-1.6582,0.1500,-92.6522,28.9462,7.6339,0.0000
63.51,4.4946,-1.6342,0.1502,-90.2522,31.3462,9.2339,0.0000
63.51,4.4998,-1.6242,0.1503,-89.0522,33.3462,8.0339,0.0000
64.95,4.4855,-1.6998,0.1510,-91.0522,34.5462,9.2339,0.0000
64.95,4.4109,-2.0824,0.1531,-93.0522,32.5462,7.2339,0.0000
64.95,4.3735,-2.3642,0.1541,-95.0522,30.5462,5.2339,0.0000
64.95,4.3548,-2.5050,0.1545,-97.0523,28.5462,3.2339,0.0000
64.95,4.3454,-2.5753,0.1546,-98.3016,26.5462,1.2339,0.0000
64.95,4.3407,-2.6104,0.1546,-96.4990,24.5462,-0.7661,0.0000
64.95,4.3383,-2.6278,0.1545,-94.4990,22.5462,-1.9661,0.0000
