time,j0,j1,j2,j3,j4,j5,jaw
38.70,-0.2269,-0.6353,0.1485,0.0000,-0.4000,0.4000,61.1999
38.80,-0.2269,-0.6353,0.1485,0.0000,-0.4000,0.4000,57.1999
38.90,-0.2269,-0.6353,0.1485,0.0000,-0.4000,0.4000,53.1999
39.00,-0.2269,-0.6353,0.1485,0.0000,-0.4000,0.4000,49.1999
39.10,-0.2269,-0.6353,0.1485,0.0000,-0.4000,0.4000,45.1999
39.20,-0.2269,-0.6353,0.1485,0.0000,-0.4000,0.4000,41.1999
39.30,-0.2269,-0.6353,0.1485,0.0000,-0.4000,0.4000,37.1999
39.40,-0.2269,-0.6353,0.1485,0.0000,-0.4000,0.4000,33.1999
39.50,-0.2435,-0.6817,0.1479,0.0000,-0.4000,0.4000,29.1999
39.60,-0.3179,-0.8902,0.1445,0.0000,-0.4000,0.4000,25.1999
39.70,-0.3552,-0.9944,0.1412,0.0000,-0.4000,0.4000,21.1999
39.80,-0.3738,-1.0466,0.1379,0.0000,-0.4000,0.4000,17.2000
39.90,-0.3831,-1.0726,0.1345,0.0000,-0.4000,0.4000,13.2000
40.00,-0.3878,-1.0857,0.1312,0.0000,-0.4000,0.4000,9.1999
40.10,-0.3901,-1.0922,0.1279,0.0000,-0.4000,0.4000,5.1999
40.20,-0.3913,-1.0954,0.1245,0.0000,-0.4000,0.4000,1.1999
40.30,-0.3918,-1.0971,0.1212,0.0000,-0.4000,0.4000,0.0000
40.40,-0.3921,-1.0979,0.1179,0.0000,-0.4000,0.4000,0.0000
40.50,-0.3923,-1.0983,0.1145,0.0000,-0.4000,0.4000,0.0000
40.60,-0.3924,-1.0985,0.1112,0.0000,-0.4000,0.4000,0.0000
40.70,-0.3924,-1.0986,0.1079,0.0000,-0.4000,0.4000,0.0000
40.80,-0.3924,-1.0986,0.1045,0.0000,-0.4000,0.4000,0.0000
40.90,-0.3924,-1.0987,0.1012,0.0000,-0.4000,0.4000,0.0000
